鹿／島／建／設㈱,三方繁盛簡易水道三方工区管路施設新設工事,H7.11,H9.3
鹿／島／建／設㈱,根宇野山田地区コミュニティ建設雑工事,H8.3,H8.8
鹿／島／建／設㈱,多々良木雑工事,H8.4,H9.3
鹿／島／建／設㈱,姫路駅東水道雑工事,H8.6,H8.8
鹿／島／建／設㈱,三方繁盛簡易水道常傭工事,H8.7,H9.3
鹿／島／建／設㈱,姫路高架東部2ＢＬ新設他2工事,H8.7,H9.3
鹿／島／建／設㈱,姫路駅東水道工事2,H8.12,H9.1
鹿／島／建／設㈱,三方コミュニティープラント建設工事,H8.12,H9.3
鹿／島／建／設㈱,繁盛工区管路施設新設工事,H8.12,H9.3
鹿／島／建／設㈱,姫路高架東部2ＢＬ新設他1工事その3,H8.12,H9.3
鹿／島／建／設㈱,根宇野山田地区コミプラその2工事,H9.1,H9.1
鹿／島／建／設㈱,市川橋梁橋脚補強工事,H9.1,H9.3
鹿／島／建／設㈱,鹿島駅事務所整備工事,H9.4,H9.4
鹿島建設㈱他ＪＶ,関西電力奥多々良木増設工事,H8.4,H9.3
鹿島建設㈱他ＪＶ,多々良木雑工事,H8.4,H9.3
鹿島建設㈱他ＪＶ,多々良木ずり出し工事,H8.5,H9.3
鹿島建設㈱他ＪＶ,多々良木ずり出し工事,H9.4,H9.4
越／智／工／業㈱,山陽道三木ＪＣＴ工事,H8.4,H9.3
越／智／工／業㈱,志方トンネル型枠工事,H8.12,H9.2
越／智／工／業㈱,新大久保清掃工場型枠工事,H8.12,H9.3
越／智／工／業㈱,山陽道三木ＪＣＴ工事,H9.3,H9.5
越／智／工／業㈱,新大久保清掃工場型枠工事,H9.4,H9.5
成／臨／興／業㈱,姫路工業大学敷地造成その1工事,H8.7,H8.7
成／臨／興／業㈱,姫路駅周辺遺跡発掘調査委託その3,H8.6,H8.9
成／臨／興／業㈱,相生市横尾土地区画整理組合取合道路改良工事1,H8.5,H9.3
成／臨／興／業㈱,十二所前線道路築造工事その3,H8.9,H9.3
成／臨／興／業㈱,造成雑工事,H9.4,H9.4
成／臨／興／業㈱,十二所雑工事,H9.4,H9.5
㈱タ／カ／シ／マ,第2神明道路（改築）長坂測量工事,H8.3,H8.12
㈱タ／カ／シ／マ,第2神明道路（改築）長坂工事３,H8.9,H9.3
㈱タ／カ／シ／マ,第2神明道路（改築）長坂雑工事,H8.11,H9.1
相生市菅原横尾土地区画整理組合,相生建物取壊工事,H8.6,H8.9
相生市菅原横尾土地区画整理組合,第1期整地工事,H8.4,H9.3
㈱井／上／組,船場川護岸工事,H8.8,H9.3
㈱井／上／組,船場川護岸工事,H9.3,H9.3
千代田ハウジング,兼松羊毛工業㈱解体工事,H8.5,H8.10
千代田ハウジング,兼松羊毛跡地宅地造成工事,H8.10,H9.3
青／山／建／設㈱,(国）　2号道路改良工事その4,H8.3,H8.8
延　　　広　　　建　　　設,手柄山中央公園ふれあいの丘整備工事,H8.3,H9.2
錦／長／建／門㈱,手柄山中央公園ふれあいの丘整備その2工事,H8.3,H9.3
丸栄コンクリート工業㈱,ＢＯＸ布設工事,H8.4,H8.8
前／川／建／設㈱,ＢＯＸカルバートコンクリート打設工事,H8.4,H9.3
石／崎／興／業㈱,兼羊跡地解体工事1,H8.7,H8.12
家／島／建／設㈱,飾磨南幹線（第4工区）下水道工事,H8.7,H9.3
姫路セントラルパーク,姫路セントラルパーク雑工事,H8.8,H8.9
㈱ゼ・ネ・テ・ッ・ク,姫路ＬＰＧターミナル造成工事,H8.10,H9.3
西播磨水道企業団,配水管新設工事（新在家地内）,H8.12,H9.3
岡／本／工／業㈱,三方工区鉄筋工事,H9.2,H9.3
㈱森／崎／組,三方工区舗装工事,H9.2,H9.3
姫　　　　　路　　　　市,手柄山中央公園（都市緑化植物園）整備その1及び同その2,H8.8,H9.3
相　　　　生　　　　市,相生市横尾土地区画整理組合取合道路改良工事,H8.5,H9.3
相　　　　生　　　　市,市道旭大谷線道路改良工事,H8.7,H9.3
福　　　崎　　　町,農業集落排水緊急整備事業管路施設工事(第一工区）,H8.9,H9.3
福崎町,農業集落排水福崎町,H8.9,H9.3
姫　路　土　木　事　務　所,砂川、砂防ダム工事,H8.9,H9.3
姫　路　土　木　事　務　所,砂川、砂防ダム工事その②,H8.9,H9.3
姫路市都市整備公社,中央地下駐車場補修工事,H8.9,H8.9
兵　庫　県　立　こ　ど　も　の　館,こどもの館バリカー修理工事,H9.3,H9.3
,,,
竹中様,グラースガーデン今宿新築工事,H7.5,H8.8
小谷様,グランドビレッジ宮田新築工事,H8.4,H8.11
姫路市都市整備公社,50ｍプール観覧席日除けテント設置工事,H8.5,H8.7
成／臨／興／業㈱,成臨興業㈱新築工事,H8.6,H9.2
姫路市都市整備公社,姫路市民プール造波プール給水管修理,H8.7,H8.7
坊　　垣　　武　　彦,リバティー田寺歩道切下げ工事,H8.7,H8.7
正／田／石／油㈱,正田石油㈱相生ＳＳ改造工事,H8.8,H9.3
㈱ナ／ガ／イ,パークサイドナガイ各所補修工事,H8.10,H8.10
大塚様,大塚邸増改築工事,H8.10,H9.3
カンキエスイーシー㈱,カンキエスイーシー㈱外部階段塗装他工事,H9.1,H9.3
㈲オ　オ　ウ　チ　マ　リ　ン,オオウチマリン玄関ガラス工事,H9.5,H9.5
鹿島建設㈱他JV,山崎開閉所新設工事のうちポンプ室新設工事,H9.5,H9.6
