鹿／島／建／設㈱,八木松陰線立体交差部拡幅工事,H23.10,H27.4
鹿／島／建／設㈱,山電谷八木法面整備工（格子ブロック設置）,H23.10,H27.4
鹿／島／建／設㈱,神戸製鋼内2Rec道床際山留壁新設工事,H26.1,H26.12
鹿／島／建／設㈱,大阪ガスHOライン　近隣補修工事,H26.6,H26.7
鹿／島／建／設㈱,大阪ガスHOライン　雨水排水補修工事,H27.3,H27.3
鹿島建設㈱他JV,明石連立高架事業第2工区,H22.7,H26.10
鹿島建設㈱他JV,山電谷八木BOXラーメン構築工事（一期）,H23.10,H27.4
鹿島建設㈱他JV,山電谷八木架道橋U型擁壁構築工事,H26.4,H26.6
㈱神／崎／組,相生有年道路上松・野々地区下り改良工事,Ｈ26.7,H27.3
㈱神／崎／組,独)理化学研究所水質汚濁法改正に伴う構造対応化工事,H26.8,H27.3
㈱神／崎／組,円立寺塀撤去復旧工事,H27.1,H27.3
宇／治／工／業㈲,阪神港貸付国有港湾施設維持補修工事,H26.7,H27.3
宇／治／工／業㈲,ポートアイランド張出ブロック工事,H26.11,H27.3
宇／治／工／業㈲,神戸港六甲アイランド地区岸壁（-16m）(RC-7)耐震改良工事,H26.11,H27.6
ヒラカワ建設㈱,姫路市岡田駐車場舗装工事,H26.4,H26.4
ヒラカワ建設㈱,事務所新築工事,H26.5,H26.6
ヒラカワ建設㈱,御着駐車場舗装工事,H26.9,H26.9
ヒラカワ建設㈱,ひめじ環境様 南側車庫増築工事,H27.4,H27.5
成／臨／興／業㈱,山電妻鹿駅周辺整備工事,H25.12,H26.6
日鉄住金テックスエンジ㈱,技開本部μプロ設備 土木建築工事,H26.2,H26.5
㈱上／田／組,(急)金剛山地区　急傾斜地崩壊対策工事,H26.5,H27.1
㈲Ｓ・Ｈ・Ｏ・建・設,四郷町有料老人ホーム造成工事,Ｈ26.7,H26.9
嵯峨山様,わかば紙器建屋解体工事,H26.9,H26.9
㈲ス／ロ／ト,三田市志手原太陽光発電計画に伴う造成工事,H26.9,H26.10
島田様,島田邸　駐車場整備工事,H26.9,H26.11
東／西／電／設㈱,加西菅野包装資材㈱　溶剤地下タンク及び電気工事,Ｈ26.12,H27.3
阪／和／電／設㈱,山電谷八木法面格子枠ブロック補修工事,H27.1,H27.1
コンクリートコーリング㈱,中国道菅野川橋床版補強工事,Ｈ27.3,H27.6
鹿／島／道／路㈱,山電西新町ホーム舗装工事,H27.4,H27.5
三浦様,三浦邸　駐車場造成工事,H27.4,H27.4
上西様,上西邸　水落とし口他工事,H27.4,H27.4
姫路市,英賀保駅周辺遺跡発掘調査(その3)工事,H26.11,H27.3
姫路市英賀保駅周辺土地区画整理組合,28-2街区整地工事,H26.11,H26.11
,,,
鹿／島／建／設㈱,山電西新町駅両開戸取付工事,H27.6,H27.7
鹿／島／建／設㈱,山電西新町明石連立第2工区,H26.8,H26.9
三／相／電／機㈱,塗装工場2階壁工事,H26.8,H26.8
三／相／電／機㈱,塗装工場床補修工事,H26.12,H27.1
三／相／電／機㈱,塗装工場床補修工事(側溝部）,H27.4,H27.5
㈱関西港湾工業,南港案内所復旧及びガードレール補修工事,H26.9,H26.9
㈱関西港湾工業,六甲アイランドフェリーターミナルEV棟改修工事,H27.4,H27.4
日・下・部・建・設㈱,RF1旅客ターミナル　バリアフリー改修工事,H26.2,H26.6
ルネス大河内管理組合,ルネス大河内　大規模修繕工事,H26.5,H26.8
㈱タイレックス,農具倉庫解体工事,H26.7,H26.7
飛／鳥／土／地㈱,グランドビレッジ宮田 漏水補修工事,H26.10,H26.10
カジマ・リノベイト㈱,山電明石駅定期券売り場天井漏水補修工事,H26.10,H26.11
姫路市,中央卸売市場鮮魚仲卸棟トイレ改修工事,H26.8,H26.11
姫路市,姫路市文化センター天井等改修工事,H26.12,H27.3
姫路市,姫路市文化センターやまびこ喫茶店跡改修工事,H27.2,H27.3
姫路市,姫路市文化センター食堂跡改修工事,H27.4,H27.5
(公財)姫路市文化国際交流財団,姫路市文化センター大ホール南パッケージブレフィルター室断熱材撤去及び処分工事,H27.5,H27.5
