鹿／島／建／設㈱,三洋電機加西事業所　Ｂ棟改修工事,H23.2,H23.8
鹿／島／建／設㈱,大和川線天美堀割工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOライン工事（兵庫13-1基地）立坑掘削工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOラインシールド残土積込工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOライン（兵庫7基地）立坑掘削工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOライン工事（兵庫9基地）立坑掘削工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOラインφ600配管運搬工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOライン（兵庫6）立坑掘削工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガスHOライン（兵庫19基地）基地造成工事,H23.6,H24.6
鹿／島／建／設㈱,大阪ガス取水ピットコンクリート劣化部調査工事,H23.6,H23.9
鹿／島／建／設㈱,大阪ガスHOライン（兵庫17基地）基地造成工事,H23.6,H24.6
鹿／島／建／設㈱,八木松陰線立体交差部拡幅（土木）,H23.9,H24.5
鹿島建設㈱他JV,山電西新町軌道切り替え工事,H23.5,H23.6
鹿島建設㈱他JV,山電西新町駅舎解体他工事,H23.6,H24.6
鹿島建設㈱他JV,山電西新町地盤改良ほか工事,H23.10,H24.4
鹿島建設㈱他JV,山電西新町　Ｒ５構築工事,H23.12,H24.3
嵯峨山様,わかば紙器建屋他解体工事,H23.3,H24.6
田渕様,田渕邸　L型擁壁築造工事,H23.6,H23.8
㈲加西平和堂スポーツ,綿町ビル解体工事,H23.12,H24.2
鋼／盛㈱,網干幼稚園園庭整備工事,H23.6,H23.9
鋼／盛㈱,浜田東西線道路新設工事,H24.2,H24.3
カジマメカトロエンジニアリング,H8-H9　HS坑内清掃工事,H24.3,H24.5
姫路市下水道整備室,手柄地内下水道工事,H23.4,H23.6
姫路市下水道整備室,安田川改修工事,H23.12,H24.2
,,,
鹿／島／建／設㈱,明石連立第2工区(建築関係)仮線切替工事,H23.6,H24.6
鹿／島／建／設㈱,山電姫路高架下　店舗漏水補修工事,H23.11,H23.12
鹿／島／建／設㈱,東垂水駅外壁改修工事,H24.1,H24.3
鹿／島／建／設㈱,西代駅ラッチ外北側東階段壁補修工事,H24.2,H24.3
飛／鳥／土／地㈱,グランドビレッジ宮田　幕板及びピット文字取替工事,H23.8,H23.8
竹中様,グラースガーデン今宿　グレーチンクﾞ取替工事,H23.8,H23.9
㈶姫路市文化振興財団,姫路文化センター屋外掲示板取替工事,H23.12,H23.12
