鹿／島／建／設㈱,大阪ガスHOライン　HS6配管運搬・中詰工事,H25.3,H25.11
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-1基地法面工事,H25.5,H25.7
鹿／島／建／設㈱,大阪ガスHOライン　シールド残土詰込工事,H25.6,H25.7
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-2基地崩落法面処理工事,H25.7,H25.7
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-2基地斜路配管部掘削工事,H25.7,H25.8
鹿／島／建／設㈱,山電荒井駅改修工事,H25.7,H25.12
鹿／島／建／設㈱,明石架道橋他1橋耐震補強工事（その1）,H25.8,H25.11
鹿／島／建／設㈱,明石架道橋他1橋耐震補強工事（その2）,H25.8,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫18基地立坑埋戻工事,H25.9,H25.10
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-2基地HO4中詰他工事,H25.9,H25.10
鹿／島／建／設㈱,大阪ガスHOライン　兵庫3基地立坑埋戻工事,H25.10,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-2基地進入路造成工事,H25.10,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-1基地造成追加工事,H25.10,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫12基地立坑埋戻工事,H25.10,H26.3
鹿／島／建／設㈱,大阪ガスHOライン　兵庫19基地立坑埋戻工事,H25.11,H25.11
鹿／島／建／設㈱,大阪ガスHOライン　兵庫12基地基地撤去・復旧工事,H25.11,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫13-2基地舗装工事,H25.11,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫19基地基地復旧工事,H25.11,H26.1
鹿／島／建／設㈱,大阪ガスHOライン　兵庫18基地基地復旧工事,H25.11,H26.3
鹿／島／建／設㈱,大阪ガスHOライン　兵庫3基地基地復旧工事,H25.11,H26.3
鹿／島／建／設㈱,大阪ガスHOライン　兵庫17基地立坑埋戻工事,H25.12,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　HS10舗装撤去・本復旧工事,H25.12,H25.12
鹿／島／建／設㈱,大阪ガスHOライン　兵庫15基地立坑埋戻工事,H25.12,H26.1
鹿／島／建／設㈱,大阪ガスHOライン　兵庫17基地基地復旧工事,H25.12,H26.3
鹿／島／建／設㈱,大阪ガスHOライン  兵庫15基地基地復旧工事,H26.1,H26.3
鹿島建設㈱他JV,八木松蔭線南ヤード整備工事,H25.6,H25.6
鹿島建設㈱他JV,山電明石連立2期24年度　Cs構築土木工事,H25.6,H26.3
鹿島建設㈱他JV,山電谷八木架道橋掘削工事,H25.7,H25.11
日鉄住金パイプライン＆エンジニアリング㈱,姫路-岡山高圧パイプライン敷設工事  兵庫1基地立坑部 土木工事,H25.7,H25.8
日鉄住金パイプライン＆エンジニアリング㈱,"姫路-岡山高圧パイプライン敷設工事  兵庫3,8,12,15,17,19基地立坑部 土木工事",H25.7,H25.12
日鉄住金パイプライン＆エンジニアリング㈱,日鉄パイプライン  兵庫13-2基地配管工事,H25.7,H25.12
日鉄住金パイプライン＆エンジニアリング㈱,姫路-岡山高圧パイプライン敷設工事  沈下対策工事,H25.11,H26.3
宇／治／工／業㈲,神戸港西部地区海岸・港湾施設防災対策工事,H25.9,H25.9
